dal_km,al_km,descrizione,tipo_lavoro,importo_lav_principali,importo_lav_totale,data_consegna_impresa,avanzamento_lavori,ultimazione,sospesa,impresa,id,regione,strada,CUP
0,0,Lavori di rifacimento della pavimentazione stradale lungo le strade del Comp.to in tratti saltuari|SS.SS. n.1 - 1 Dir/A - 29 - 30,Lavori di manutenzione straordinaria.,1081286.4,1127399.7,15/07/2016,99.31,31/03/2017,,NEW GROUP INFRASTRUTTURE S.R.L.,14724,LIGURIA,VARIE,
0,0,Strade Statali del Compartimento - Lavori di rifacimento della pavimentazione stradale lungo le strade del Comp.to in tratti saltuari,Lavori di manutenzione straordinaria.,1132390.6,1192390.6,16/10/2017,69.54,22/08/2018,,NEW GROUP INFRASTRUTTURE S.R.L.,14726,LIGURIA,VARIE,
0,0,Lavori di rifacimento piano viabile in tratti saltuari  (N4) - Provincia: Imperia,Lavori di manutenzione straordinaria.,291073.1,304961.99,16/10/2017,51.95,01/08/2018,,NEW GROUP INFRASTRUTTURE S.R.L.,14727,LIGURIA,VARIE,
0,0,Lavori di manutenzione programmata del piano viabile - Nuclei A e B,Lavori di manutenzione straordinaria.,2881905,3024628.02,27/07/2018,0,25/01/2019,,ATI ICOSE SPA - PAVITECNA SRL - CO.MA.C. SRL,14728,LIGURIA,VARIE,
0,0,Lavori di manutenzione programmata del piano viabile - Nuclei C e D ,Lavori di manutenzione straordinaria.,3245748.52,3445749.21,27/07/2018,0,19/03/2019,,ATI ICOSE SPA -TECNOSTRADE SRL PAVITECNA SRL - CO.MA.C. SRL,14729,LIGURIA,VARIE,
0,0,S.S. n. 1 ``Via Aurelia`` - S.S. n.1 VAR/A ``Variante di la Spezia`` - S.S. n. 62 ``della Cisa`` - Lavori di manutenzione programmata del piano viabile. NUCLEO A,Lavori di manutenzione straordinaria.,643563,676929.91,27/07/2018,0,06/10/2018,,ATI ICOSE SPA - PAVITECNA SRL - CO.MA.C. SRL,14730,LIGURIA,VARIE,
0,0,S.S. n.1 ``Via Aurelia`` - S.S. n. 45 ``di Val di Trebbia``. Lavori di manutenzione programmata del piano viabile. NUCLEO B,Lavori di manutenzione straordinaria.,636831,669205.1,27/07/2018,0,05/10/2018,,ATI ICOSE SPA - PAVITECNA SRL - CO.MA.C. SRL,14731,LIGURIA,VARIE,
0,0,S.S. n. 1 ``Via Aurelia`` - S.S. n. 29 ``del Colle di Cadibona``. Lavori di manutenzione programmata del piano viabile. NUCLEO C,Lavori di manutenzione straordinaria.,504525.6,536942.87,27/07/2018,0,04/10/2018,,ATI ICOSE SPA -TECNOSTRADE SRL PAVITECNA SRL - CO.MA.C. SRL,14732,LIGURIA,VARIE,
397.6,486.3,Distese generali sulle strade di competenza del Compartimento,Lavori di manutenzione straordinaria.,446262,474598.36,12/03/2015,79.11,08/08/2015,,BETONBIT S.R.L.,14722,LIGURIA,VARIE,
53.85,72.1,MICP17E1ACC15 - Lavori di M.S. risanamento della pavimentazione stradale in t.s. lungo la S.S. 233,Lavori di manutenzione straordinaria.,621765.06,632146.39,26/06/2018,0,13/08/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14752,LOMBARDIA,SS233,
0,36.9,S.S. 301- LAVORI DI M.S. PER L`ADEGUAMENTO DELLE BARRIERE DI SICUREZZA DAL KM 0+000 AL KM 36+900 IN TRATTI SALTUARI. Cup F97H14001640001,Lavori di manutenzione straordinaria.,187940.36,338019.36,04/11/2015,93.96,04/10/2018,,COSTRUZIONI D.O.C. S.R.L.,14764,LOMBARDIA,SS301,F97H14001640001
25.9,36.3,MIE1A14466 -S.S.301  LAVORI DI M.S. PER IL RAFFORZAMENTO DELLA SOVRASTRUTTURA DAL KM  0+000 AL KM 36+939  IN TRATTI SALTUARI,Lavori di manutenzione straordinaria.,697609.53,717414.49,16/05/2016,99.4,12/09/2016,,DEON S.P.A.,14760,LOMBARDIA,SS301,
0,21.734,S.S. 336- LAVORI DI M.S. PER L`ADEGUAMENTO DELLE BARRIERE DI SICUREZZA DAL KM 0.000 AL KM 21.734 IN TRATTI SALTUARI. Cup F63D14000660001,Lavori di manutenzione straordinaria.,607904.15,1456146.83,16/12/2015,99.68,26/12/2017,,VIA VAI ROAD SRL SOCIETA UNIPERSONALE,14763,LOMBARDIA,SS336,F63D14000660001
25.318,27.2,MIE2A21530PESD- S.S. 340/DIR- INTERVENTI DI RAFFORZAMENTO. CONSOLIDAMENTO E RIQUALIFICAZIONE NEI COMUNI DI GERA LARIO E SORICO,Lavori di manutenzione straordinaria.,663774,846551.78,26/05/2016,57.82,25/05/2017,,POETA GIANNI IMPRESA INDIVIDUALE,14766,LOMBARDIA,SS340dir,
3.02,3.574,S.S.344 - Lavori di M.S. per il miglioramento dello smaltimento delle acque.pulizia e verniciatura della galleria denom inata ``San Bernardino``  dal km 3+020 al km 3+574 della S.S. 344,Lavori di manutenzione straordinaria.,329605.13,375770.7,10/12/2015,98,30/04/2016,,SUARDI SPA,14745,LOMBARDIA,SS344,
41.2,41.2,Lavori di ricostruzione del cavalcavia della S.P. 49 di sovrappasso alla S.S. 36 ?Del Lago di Como e dello Spluga? in corrispondenza del Km.41+200. in localita Annone di Brianza (LC),Lavori di manutenzione straordinaria.,1605074.52,2115071.19,28/03/2018,7.36,02/03/2019,,ATI: CO.EST. COST.NI - BEA SERVICE,14767,LOMBARDIA,SS36,
45.8,48.9,MI161A28093-SS36-Lavori di MS per il ripristino della pavimentazione stradale ammalorata all` interno ed in prossimita della galleria Monte barro per tratti saltuari dal km 45+800 al km 48+900,Lavori di manutenzione straordinaria.,119477.92,124477.92,25/07/2018,0,02/09/2018,,POZZI VIRGINIO - STRADE S.R.L.,14737,LOMBARDIA,SS36,
49.5,96.7,MICP16E1A18584-SS36-Lavori di MS distese generali periodiche in tratti saltuari e ripristini profondi localizzati. cup  F47H16000470001,Lavori di manutenzione straordinaria.,879075,904810.52,28/11/2017,99.76,08/04/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14747,LOMBARDIA,SS36,F47H16000470001
52.5,58.7,Lavori per la realizzazione della passerella ciclopedonale lungo la SS 36. tra il centro abitato di Abbadia Lariana e localita Pradello. con prolungamento fino alla localita Caviate in Comune di Lecco- 1? Stralcio da localita Caviate a localita Pradello. cup F67H18000410001,Lavori di manutenzione straordinaria.,900949.34,1161538.95,17/07/2018,0,13/11/2018,,COGEIS S.P.A.,14770,LOMBARDIA,SS36,F67H18000410001
70,91,MIE2A14390-S.S.36- LAVORI DI M.S. DEI MANUFATTI CAVALCAVIA FIUMELATTE. CAVALCAVIA DORIO. CAVALCAVIA INGANNA UBICATI DAL KM 70+000 AL KM 96+000.cup F57H14000890001,Lavori di manutenzione straordinaria.,2504155.5,2645555.5,09/03/2015,97.26,03/11/2015,,RTI DELTA COSTRUZIONI - BRAFER,14761,LOMBARDIA,SS36,F57H14000890001
96.1,149.51,LAVORI DI MANUTENZIONE STRAORDINARIA PER IL RAFFORZAMENTO DELLA SOVRASTRUTTURA STRADALE DAL KM 96+000 AL KM 149+519 IN TRATTI SALTUARI,Lavori di manutenzione straordinaria.,1845425,1902091.67,28/11/2017,83.07,08/06/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14749,LOMBARDIA,SS36,
106.8,107.4,MIE2A36268SOA15-S.S.36 - Lavori di bonifica delle pareti rocciose con allargamento della sede stradale tra i km 106+800 e 107+400 in localita Pozzo di Riva.,Lavori di manutenzione straordinaria.,565147.83,625592.27,13/07/2016,96.99,12/02/2017,,DE CAMPO EGIDIO EREDI S.N.C. DI DE CAMPO DANILO & C.,14768,LOMBARDIA,SS36,
126.12,127,SS36 ``DEL LAGO DI COMO E DELLO SPLUGA``-Pista di emergenza con tracciato alternativo alla  SS 36 che by- passa l` area soggetta a crolli di massa.,Lavori di manutenzione straordinaria.,682573.3,1046566.11,28/06/2018,87.91,27/07/2018,,ATI DELLA BONA COST.NI - TMG SCAVI,14771,LOMBARDIA,SS36,
128.7,128.7,s.s.36-LAVORI DI M.S.URGENTI.PER LA COSTRUZIONE DI UN MURO IN C.A..CON PARAMENTO IN PIETRAME  E SOVRASTANTE BARRIERA METALLICA DI CONTENIMENTO.A PROTEZIONE DELLA SEDE STADALE AL KM 128+700.CONTRO IL PERICOLO DI CADATA MASSI A SEGUITO  FRANA DEL 27/09/12,Lavori di manutenzione straordinaria.,131298.11,141328.11,16/05/2016,99.86,20/10/2017,,CONSORZIO A.R.E.M. LAVORI,14740,LOMBARDIA,SS36,
0,0,Lotto I. Variante di Morbegno. dallo svincolo di Fuentes allo svincolo del Tartano. II Stralcio dallo svincolo di Cosio allo svincolo di Tartano.,Lavori straordinari per nuove costruzioni.,163413008.95,181620797.99,22/01/2015,98.51,04/04/2018,,COSSI COSTRUZIONI S.P.A.,14773,LOMBARDIA,SS38,
19,60,S.S.N.38-LAVORI DI M.S.PER IL RAFFORZAMENTO DELLE BARRIERE METALLICHE ESISTENTI LUNGO I TRATTI IN PARALLELO E A RIDOSSO DELLA LINEA FERROVIARIA COLICO-TIRANO DAL KM. 7+000 AL KM. 62+000 IN.TRATTI SALTUARI.CUP F77H14000340001,Lavori di manutenzione straordinaria.,205500,220500,04/09/2014,99.63,05/12/2017,,SIBAR S.R.L. - SOCIETA` IMPIANTI BARRIERE E RECINZIONI,14772,LOMBARDIA,SS38,F77H14000340001
76.395,81.13,MICP17E2ASOC21- Lavori di completamento della viabilita in corrispondenza dello svincolo di Sondalo,Lavori di manutenzione straordinaria.,225878.25,266103.25,19/07/2018,0,26/10/2018,,G.COSTRUZIONI GENERALI SRL,14755,LOMBARDIA,SS38,
7.65,8.95,S.S.394 - Lavori di manutenzione straordinaria per la messa in sicurezza dei muri di sostegno e delle opere d`arte al km 7+650 e 8+600,Lavori di manutenzione straordinaria.,604520,643650.44,10/12/2015,98,15/05/2016,,FAVINI COSTRUZIONI S.R.L.,14769,LOMBARDIA,SS394,
25,50.345,MICP18E1A271976 - S.S. 394-Lavori di rafforzamento della sovrastruttura stradale. dal km 25+000 al km 31+000. dal km 31+000 al km 37+000 e dal km 42+000 al km 50+345. cup F97H18001130001,Lavori di manutenzione straordinaria.,1119397.5,1136611.17,23/07/2018,0,28/09/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14756,LOMBARDIA,SS394,F97H18001130001
6,12.4,S.S.39 - Lavori per il ripristino di opere d`arte maggiori e minori tra il km 6+000 e il km 12+400 in tratti saltuari,Lavori di manutenzione straordinaria.,347786.23,370525.36,09/12/2015,100,03/09/2016,,MALACRIDA A.V.C. SRL,14744,LOMBARDIA,SS39,
135.9,137.8,MI17E2A313389-S.S.42 Lavori di Manutenzione Straordinaria pei il ripristino in territorio comunale di Ponte di Legno dei viadotti sul fiume Oglio (al km 135+900) e sul torrente Narcanello (al km 187+800) nonche dei ponticelli in sovrappasso alla viabilita comunale al km 137+300 ed al km 137+500,Lavori di manutenzione straordinaria.,403892.58,469267.58,06/06/2018,40.04,14/12/2018,,COSTRUZIONI RUBERTO S.R.L.,14738,LOMBARDIA,SS42,
5.42,5.75,MICP16E2A18673-SS526-Lavori di MS del tombino scatolare con ripristino scarpate tra il km 5+420 eil km 5+750.  cup  F67H16000420001,Lavori di manutenzione straordinaria.,165309.15,173200.26,20/03/2018,96.68,18/05/2018,,CIVELLI COSTRUZIONI SRL,14750,LOMBARDIA,SS526,F67H16000420001
0,4.366,S.S. 9 DIR - LAVORI DI M.S. PER L`ADEGUAMENTO DELLE BARRIERE DI SICUREZZA DAL KM 0+000 AL KM 4+366. IN TRATTI SALTUARI.  CUP F17H14001990001,Lavori di manutenzione straordinaria.,58440.57,322999.73,10/11/2015,92.7,10/06/2018,,SIAS S.P.A.,14765,LOMBARDIA,SS9dir,F17H14001990001
262.387,276.7,MIBA16E1A21182- S.S.9 Lavori di M.S. per il ripristino della pavimentazione lungo la s.s. n. 9 per tratti saltuari dal km 262+387 al km 276+700 in Provincia di Lodi e Piacenza,Lavori di manutenzione straordinaria.,339673.6,352173.6,29/08/2016,99.75,26/12/2016,,BERGAMELLI  S.R.L.,14739,LOMBARDIA,SS9,
262.387,317.26,MICP15E1A23389 - S.S.  n.9 Lavori di M.S. per il rifacimento della pavimentazione in tratti saltuari  ,Lavori di manutenzione straordinaria.,1191708.8,1248310.99,17/05/2016,99.79,12/11/2016,,BERGAMELLI  S.R.L.,14741,LOMBARDIA,SS9,
0,0,MICP15E2A23334-SS.SS. del Compartimento- Lavori di adeguamento impianti tecnologici alle normative vigenti e conseguimento del risparmio energetico nelle gallerie compartimentali non oggetto del Project Financing in corso,Lavori di manutenzione straordinaria.,1410383.5,1512605.72,26/10/2017,74.71,25/10/2018,,GEMMO S.P.A.,14742,LOMBARDIA,VARIE,
0,0,MICP15E2A23432-SS.SS.nn.36-38-494- Interventi di riparazione dei viadotti ``Bellano`` direzione nord e sud della s.s.36. del viadotto ``Le Prese`` della s.s.38 e del cavalca ferrovia al km 8+092 della s.s.494. cup F97H15001940001,Lavori di manutenzione straordinaria.,1985266.92,2241877.04,15/05/2017,98.45,14/07/2018,,RTI: CIVELLI COST.NI - CONS. STAB.,14743,LOMBARDIA,VARIE,F97H15001940001
0,0,MICP16E1A18487-SS.SS. CM C - Lavori di M.S. della pavimentazione stradale e distese generali. anno 2015. cup F47H16000340001 ,Lavori di manutenzione straordinaria.,1248837.5,1261615.28,29/11/2017,99.7,17/07/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14746,LOMBARDIA,VARIE,F47H16000340001 
0,0,MICP16E1A18675-SS 33-494-526-341-Lavori di M.S. di distese generali lungo la SS33-494-526-341 . cup F87H16000610001,Lavori di manutenzione straordinaria.,639244.44,650244.44,16/07/2018,0,18/08/2018,,VITALI SPA,14748,LOMBARDIA,VARIE,F87H16000610001
0,0,MICP17E1ACA10- Lavori di rafforzamento della pavimentazione stradale ammalorata in t.s.,Lavori di manutenzione straordinaria.,2645196.22,2705567.03,18/12/2017,99.7,20/06/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14751,LOMBARDIA,VARIE,
0,0,MICP17E1ASOABC17 - Lavori di M.S. di distese generali periodiche per le SS.SS. della sezione staccata di Sondrio- anno 2017.cup F47H18000850001,Lavori di manutenzione straordinaria.,1369750,1420127.77,22/05/2018,99.47,06/08/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14753,LOMBARDIA,VARIE,F47H18000850001
0,0,MICP17E1ASOABC18- Lavori di M.S. per il rifacimento della pavimentazione  in tratti saltuari. cup F47H18000860001,Lavori di manutenzione straordinaria.,1536325,1588547.22,22/05/2018,0,13/08/2018,,ATI SANGALLI SPA - CIVELLI COSTR. GIUDICI SPA - IMP. BERGAMELLI - SIA,14754,LOMBARDIA,VARIE,F47H18000860001
0,0,MIE1A14459- LAVORI DI M.S. DI DIDTESE GENERALI PERIODICHE PER LE SS.SS. DEL C.M. N. 4(sezione staccata di Sondrio) ,Lavori di manutenzione straordinaria.,762128.33,790822.18,16/05/2016,99.5,12/09/2016,,DEON S.P.A.,14757,LOMBARDIA,VARIE,
0,0,SS.SS.36-37-38-38 dir a-38 dir b-39-L301 -LAVORI DI M.S. DI DISTESE GENERALI PERIODICHE PER LE SS.SS. DELLA SEZIONE STACCATA DI SONDRIO -2016. cup f17h16000710001,Lavori di manutenzione straordinaria.,1735359.74,1805359.74,27/09/2016,97.16,21/06/2017,,DEON S.P.A.,14758,LOMBARDIA,VARIE,
54.8,124.306,SS.SS. 36-37-38-38 DIR A- 38 DIR B- 39-301- LAVORI DI M.S. DI DISTESE GENERALI PERIODICHE PER LE SS.SS. DEL C.M. 4. cup F47H14000950001,Lavori di manutenzione straordinaria.,1914305.4,2044401.05,13/04/2015,99.98,03/08/2016,,MOPAS S.R.L.,14759,LOMBARDIA,VARIE,F47H14000950001
76,140,LAVORI DI RIFACIMENTO DEI GIUNTI AMMALORATI LUNGO LE PRINCIPALI ARTERIE DEL COMPARTIMENTO  SS9-SS36-42-233-336-712,Lavori di manutenzione straordinaria.,2227426.84,2243171.56,11/12/2015,99.99,12/12/2017,,E.MI. STRADE E CONSOLIDAMENTI SRL,14762,LOMBARDIA,VARIE,
3.1,26.3,R.A. 11 - Lavori di manutenzione straordinaria per il ripristino della pavimentazione stradale tra i km 3+100 e 3+550. tra i km 6+060 e 7+000. tra i km 11+300 e 12+100. tra i km 20+600 e 26+300. compresi gli svincoli ``Casello Autostradale A14`` e ``Innesto con la S.S. 16``. con risanamento della sovrastruttura in tratti saltuari ed esecuzione della segnaletica orizzontale e marginale.,Lavori di manutenzione straordinaria.,1224849.04,1294502.55,05/07/2018,0,01/11/2018,,ABIT STRADE SRL,14511,MARCHE,RA11,
5.334,5.334,R.A. 11 - Lavori di ripristino dei danni causati dagli eventi sismici e miglioramento sismico del Viadotto al km 5+334,Lavori di manutenzione straordinaria.,1413724.32,1773135.65,20/03/2018,0,18/08/2018,,ATI IMPRESERVICE SRL - ANTONINI SRL,14528,MARCHE,RA11,
288.132,301.236,S.S. 16 - Lavori urgenti per il ripristino della pavimentazione stradale della variante di Ancona dal km 288+132 al km 301+236,Lavori di manutenzione straordinaria.,2602045,2640506.11,02/07/2018,49.72,28/03/2019,,ATI PESARESI G. - SOC. COOP BRACC. COSTR. NASONI - BOSCARINI COSTR.,14512,MARCHE,SS16,
0,0,SC Castelsantangelo-Macchie.  SC Nocelleto-Rapegna e SC Nocria-Capoluogo - Lavori di messa in sicurezza e ripristino della viabilita delle infrastrutture stradali interessate dagli eventi sismici.,Lavori di manutenzione straordinaria.,648949.38,914614.59,09/04/2018,38.67,02/10/2018,,CAV. ALDO ILARI S.N.C.,14562,MARCHE,SS209,
0,0,SC Castelsantangelo-Macchie  - Interventi di ripristino del corpo stradale e realizzazione di opere complementari.,Lavori di manutenzione straordinaria.,2452933.95,3219697.01,22/05/2018,0,03/10/2019,,CONSORZIO STABILE VITRUVIO S.C.AR.L,14563,MARCHE,SS209,
0,0,SC Del Poggio - Interventi di ripristino del corpo stradale ed opere complementari,Lavori di manutenzione straordinaria.,1262086.54,1672686.54,12/03/2018,0,11/03/2019,,ATI COGET SRL ? TRE C COSTRUZIONI S,14564,MARCHE,SS209,
0,0,SC Laverino - Interventi di ripristino e messa in sicurezza della sede stradale.,Lavori di manutenzione straordinaria.,139175.55,151867.1,02/02/2018,100,02/05/2018,,ANGELONE COSTRUZIONI SRL,14565,MARCHE,SS209,
0,0,SP36 SP56 e SP 164 - Lavori di messa in sicurezza e ripristino della sede stradale.,Lavori di manutenzione straordinaria.,608920.32,702531.43,03/04/2018,49.11,29/09/2018,,DUEZETA COSTRUZIONI S.R.L.,14568,MARCHE,SS209,
0,1.3,S.P. 153 - Interventi di ripristino del corpo stradale dal Km 0+000 al Km 1+300 e realizzazione opere complementari,Lavori di manutenzione straordinaria.,1786854.59,2465246.89,15/03/2018,20.55,14/03/2019,,ATI MARCO POLO APPALTI SRL ? GIULIA LTI SRL -SCERMINO COSTRUZIONI,14569,MARCHE,SS209,
62,88,Accordo Integrativo all?Accordo di Programma Quadro sottoscritto il 12/12/2017|EX SS IN SERVICE -  EX SS n.209 ``Val Nerina`` - EX SS n.257 ``Apecchiese`` - EX SS n.259 ``Val Vibrata`` - EX SS n.361 ``Septempedana`` - EX SS n.485 ``Corridonia - Maceratese`` - Ex Ss .502  ``Di Cingoli`` - Ex Ss N.4 ``Salaria`` - Ex Ss N.77 ``Della Val Di Chienti`` - EX SS  ``Raccordo Monticelli - Marino Del Tronto``- Lavori urgenti di M.S. di sistemazione della pavimentazione ammalorata in ts lungo le SS.SS. di cui alla Convenzione n. 19732 del 06/10/2016 per la gestione delle ex strade statali ricadenti nel territorio della Regione Marche - II STRALCIO,Lavori di manutenzione straordinaria.,452562,466768.32,18/07/2018,0,13/09/2018,,ATI ASFALTI SRL-ABIT SRL-FERRETTI S SEGNAL SYSTEM SRL,14518,MARCHE,SS209,
62.4,88,Accordo Integrativo all?Accordo di Programma Quadro sottoscritto il 12/12/2017 - EX SS IN SERVICE -  EX SS n.209 ``Val Nerina`` - EX SS n.257 ``Apecchiese`` - EX SS n.259 ``Val Vibrata`` - EX SS n.361 ``Septempedana`` - EX SS n.485 ``Corridonia - Maceratese`` - Ex Ss .502  ``Di Cingoli`` - Ex Ss N.4 ``Salaria`` - Ex Ss N.77 ``Della Val Di Chienti`` - EX SS  ``Raccordo Monticelli - Marino Del Tronto``- Lavori urgenti di M.S. di sistemazione della pavimentazione ammalorata in ts lungo le SS.SS. di cui alla Convenzione n. 19732 del 06/10/2016 per la gestione delle ex strade statali ricadenti nel territorio della Regione Marche - I STRALCIO,Lavori di manutenzione straordinaria.,555069.24,566256.97,10/07/2018,13.5,12/09/2018,,ATI ASFALTI SRL-ABIT SRL-FERRETTI S SEGNAL SYSTEM SRL,14515,MARCHE,SS209,
64.6,66.5,Ex S.S. 209 ``Valnerina`` Interventi di Manutenzione Straordinaria urgenti a seguito del sisma del 24 agosto 2016 - 30 ottobre 2016. lavori per la messa in sicurezza e ripristino della sede stradale da caduta massi dal km 64+600 al km 66+500.,Lavori di manutenzione straordinaria.,3117916.47,3241920.43,17/08/2017,99.99,08/02/2018,,RTI NAGOSTINIS SRL - ALPI SRL -S.I.,14533,MARCHE,SS209,
65.8,65.8,ex S.P. 209 - Lavori per la messa in sicurezza della sede stradale dagli eventi franosi al km 65+800,Lavori di manutenzione straordinaria.,1207637.84,1298260.88,17/08/2017,0,12/02/2018,,INGEGNERIA E COSTRUZIONI,14532,MARCHE,SS209,
53.4,54,S.S. n. 210 Lavori di ripristino dei danni dovuti dal sisma che hanno interessato l`infrastruttura stradale e la scarpata di monte; realizzazione di interventi di ingegneria naturalistica,Lavori di manutenzione straordinaria.,428707.58,454040.91,21/08/2017,99.61,15/04/2018,,C.E.M.A. SRL COSTRUZIONI EDILI MARITTIME AUTOSTRAD ALI,14527,MARCHE,SS210,
3,31,ex S.S. 3 ``Flaminia`` - ex S.S. 423 ``Urbinate`` - Ex S.S. 424 ``Della Val Cesano``|Lavori urgenti di M.S. di sistemazione della pavimentazione ammalorata in ts lungo le SS.SS. di cui alla Convenzione n. 19731 del 06/10/2016 per la gestione delle ex strade statali ricadenti nel territorio della Regione Marche ,Lavori di manutenzione straordinaria.,795600,817483.38,09/07/2018,41.76,17/10/2018,,ATI PESARESI G. - SOC. COOP BRACC. COSTR. NASONI - BOSCARINI COSTR.,14517,MARCHE,SS423,
0,0,S.C. nel Comune di Palmiano - Interventi di ripristino del corpo stradale. opere complementari e stabilizzazioni dei versanti,Lavori di manutenzione straordinaria.,336978.64,465097.34,21/05/2018,73.64,17/09/2018,,MASCI GIOVANNI & FIGLI SNC,14560,MARCHE,SS4,
0,0,S.C. Cupolame nel Comune di Force - Lavori di messa in sicurezza e ripristino del corpo stradale.,Lavori di manutenzione straordinaria.,416810.08,532940.12,13/06/2018,8.42,21/08/2018,,S.E.I.C.O. SOCIETA` EDILE INDUSTRIALE COSTRUZIONI S.R.L.,14561,MARCHE,SS4,
0,0,S.P. 124  ex S.P.93 - Interventi di protezione dalla caduta massi,Lavori di manutenzione straordinaria.,683280.28,787120.08,15/03/2018,43.86,20/10/2018,,CO.S.PE.F.  S.R.L. A SOCIO UNICO,14567,MARCHE,SS4,
4.6,7.2,S.P. 129 - Lavori per la messa in sicurezza della sede stradale tra il km 4+600 ed il km 7+200,Lavori di manutenzione straordinaria.,1388328.6,1648817.84,03/10/2017,70.65,06/02/2018,,CO.SEAM   S.R.L.,14534,MARCHE,SS4,
11.65,11.65,S.P. 89 - Interventi definitivi di messa in sicurezza del versante. del corpo stradale e delle opere di sostegno dal km 16+900 al km 22+400.,Lavori di manutenzione straordinaria.,951528.82,1199237.18,21/06/2018,0,18/09/2018,,PRO.GE.CO. S.R.L.,14538,MARCHE,SS4,
145,146,S.S. 4 - Interventi di Manutenzione Straordinaria urgenti a seguito del sisma del 24 agosto 2016 e 30 ottobre 2016:  Lavori di riallineamento geometrico dell`impalcato  e di miglioramento sismico del Viadotto al km 145+000,Lavori di manutenzione straordinaria.,1159263.34,1339098.65,30/10/2017,65.82,31/08/2018,,INFRASTRUTTURE E CONSOLIDAMENTI S.R.L..S,14519,MARCHE,SS4,
147,148,S.S. n.4 - Lavori di miglioramento sismico del Viadotto tra i km 147+567 e km 147+658,Lavori di manutenzione straordinaria.,739577.67,956555.45,20/02/2018,53.59,19/06/2018,,CONSORZIO STABILE AGORAA SRL,14520,MARCHE,SS4,
147.8,149.5,S.S. 4 - Lavori di ripristino dei danni causati dal sisma e di miglioramento sismico dei Viadotti tra i km 147+896 e 148+818.   |,Lavori di manutenzione straordinaria.,2741539.8,3447372.89,08/06/2018,0,30/10/2019,,ATI BULFARO SPA - GIEFFE COSTRUZION,14521,MARCHE,SS4,
148.967,149.331,S.S. 4 - Lavori di ripristino dei danni causati dal sisma del 24/08/2016 e 30/10/2016 e di miglioramento sismico del Viadotto tra i km 148+967 e 149+331,Lavori di manutenzione straordinaria.,3039627.97,3757272.58,23/04/2018,0,17/05/2019,,E.MI. STRADE E CONSOLIDAMENTI SRL,14522,MARCHE,SS4,
151,153.78,SS 4 Salaria - Tratto Trisungo-Acquasanta:  1? Lotto - 2? Stralcio dal km 151+000 (ex km 173+300) al km 153+780 (ex km 175+240),Lavori straordinari per nuove costruzioni.,69960270.06,81859424.27,27/01/2017,21.86,17/02/,,CARENA S.P.A.  IMPRESA DI COSTRUZIONI,14570,MARCHE,SS4,
160.2,160.9,S.S. 4 - Lavori di ripristino dei danni causati dal sisma e di miglioramento sismico del Viadotto tra i km 160+578 e 160+826.|| || ,Lavori di manutenzione straordinaria.,3104121.41,3675743,11/06/2018,0,09/04/2019,,ATI COSTRUZIONI D.O.C. - SANNINO,14530,MARCHE,SS4,
160.578,160.826,S.S. 685 - Lavori di ripristino e miglioramento sismico dei Viadotti tra il km 0+000 e il km 0+148 - Svincolo di Arquata del Tronto,Lavori di manutenzione straordinaria.,1651132.5,1954014.23,08/03/2018,0,02/11/2018,,ATI LUPINI SRL - CNP COSTRUZIONI SR,14523,MARCHE,SS4,
0,0,SP 136 ?Pian Perduto? ? Interventi necessari per apertura al traffico con limitazioni alla circolazione dal km 8+000 (Hotel La Fiorita) al km 12+000 (Madonna della Icona).,Lavori di manutenzione straordinaria.,265183.18,290194.88,27/04/2018,39.03,25/07/2018,,EDIL STRADE MINTURNO S.R.L.,14529,MARCHE,SS685,
0,0,S.P. 129 - Interventi di stabilizzazione dei versanti. realizzazione di opere complementari e ripristino del corpo stradale dal lm 0+800 al Km 4+150. Fase 0 ,Lavori di manutenzione straordinaria.,111269.25,128177.1,16/03/2018,93.26,14/04/2018,,S.E.A.S. S.R.L.,14535,MARCHE,SS685,
0,0,S.P. 64 ``Nursina`` - Interventi di ripristino del corpo stradale e realizzazione di opere di protezione dalla caduta massi dal km 0+000 (innesto S.P. 129) al km 12+200 (Localita Forche Canapine) - Primo stralcio funzionale dall`innesto con la S.P. 129 alla localita Capodacqua.  ,Lavori di manutenzione straordinaria.,729562.31,937895.51,12/02/2018,100,12/05/2018,,ATI ITTEMO S.R.L. - CROVETTI D.,14550,MARCHE,SS685,
